Date,Country_of_Origin,Country_of_Destination,Product_Category,Trade_Value,Trade_Volume
2012-04-06,Germany,Japan,Food,3027.37,1045.0
2011-01-06,China,France,Vehicles,3733.46,289.0
2011-08-07,Japan,Italy,Food,36.14,201.0
2015-12-02,India,Italy,Pharmaceuticals,2875.4,450.0
2010-10-16,Germany,China,Vehicles,3938.63,244.0
2013-02-28,USA,Japan,Vehicles,4497.91,471.0
2018-11-04,Japan,Brazil,Machinery,22927.17,63.0
2013-06-17,Italy,India,Electronics,5628.16,1179.0
2018-08-29,France,Japan,Electronics,4038.17,371.0
2014-04-27,India,Germany,Machinery,12793.66,193.0
2014-08-11,China,Japan,Chemicals,1069.94,91.0
2014-10-09,Japan,USA,Machinery,11165.32,253.0
2016-01-23,Russia,Italy,Food,3824.25,63.0
2022-03-06,Russia,India,Electronics,9121.94,456.0
2021-03-13,Brazil,France,Pharmaceuticals,9636.34,301.0
2013-04-17,USA,France,Machinery,546.18,549.0
2022-01-25,USA,Canada,Electronics,13412.72,341.0
2017-02-19,Germany,Italy,Vehicles,10423.63,736.0
2012-02-17,France,USA,Textiles,1570.01,56.0
2018-07-25,Italy,USA,Textiles,2979.4,420.0
2014-10-24,Italy,Brazil,Pharmaceuticals,6748.78,351.0
2018-02-18,China,India,Food,1841.26,302.0
2013-10-02,Canada,Italy,Vehicles,2366.02,1029.0
2020-02-14,Russia,Germany,Electronics,8995.14,41.0
2010-06-19,Brazil,Japan,Electronics,6342.13,467.0
2013-05-22,Brazil,India,Food,3721.19,148.0
2020-10-25,Germany,Japan,Electronics,7405.41,360.0
2014-03-12,Russia,USA,Pharmaceuticals,34704.28,373.0
2011-04-23,Japan,Italy,Electronics,4750.85,1117.0
2013-05-18,Italy,Russia,Textiles,14068.67,578.0
2015-08-07,Russia,Italy,Chemicals,21097.24,238.0
2018-04-16,Japan,Russia,Pharmaceuticals,8367.04,99.0
2011-11-01,Russia,Japan,Machinery,5666.59,673.0
2011-01-02,France,Canada,Machinery,3294.91,544.0
2019-09-24,USA,Canada,Pharmaceuticals,2307.45,477.0
2020-11-13,India,Canada,Chemicals,18069.91,250.0
2018-02-21,Brazil,USA,Machinery,22107.96,77.0
2018-05-31,USA,India,Chemicals,25130.61,679.0
2020-06-11,Russia,China,Food,2684.88,1366.0
2017-11-21,France,Canada,Textiles,4773.19,215.0
2022-04-21,Russia,France,Machinery,2287.7,65.0
2012-09-23,Canada,Germany,Machinery,12484.02,273.0
2021-04-08,France,Germany,Vehicles,49798.08,174.0
2013-05-15,Brazil,USA,Food,29718.2,272.0
2021-01-18,Germany,France,Pharmaceuticals,7805.0,410.0
2018-04-11,Germany,Japan,Chemicals,9609.46,524.0
2017-07-26,Germany,France,Food,21028.78,226.0
2011-09-13,USA,India,Electronics,212.33,872.0
2013-06-29,Brazil,Germany,Food,6444.24,655.0
2020-11-23,France,China,Vehicles,6844.66,240.0
2017-12-21,China,India,Textiles,19200.04,856.0
2012-01-25,France,USA,Food,3972.3,293.0
2012-12-30,USA,Russia,Textiles,6143.57,24.0
2018-09-14,Germany,France,Food,18650.87,160.0
2012-04-18,Japan,France,Pharmaceuticals,1833.36,489.0
2016-05-20,China,Germany,Electronics,159.33,1386.0
2016-01-23,India,Germany,Food,8073.28,772.0
2013-11-19,China,France,Vehicles,22880.93,489.0
2019-02-14,China,Japan,Machinery,2415.05,12.0
2022-07-10,China,Russia,Food,16785.44,625.0
2016-04-02,Italy,Japan,Machinery,23227.08,868.0
2021-06-04,France,Brazil,Food,11413.21,239.0
2013-07-30,USA,Japan,Food,4567.3,854.0
2022-01-22,Germany,France,Vehicles,691.15,464.0
2010-08-03,Brazil,USA,Electronics,16646.23,23.0
2010-05-08,Canada,Germany,Vehicles,6121.32,50.0
2014-10-14,Germany,Canada,Pharmaceuticals,22733.51,256.0
2019-08-18,USA,Germany,Chemicals,8725.33,1091.0
2015-09-08,Canada,Russia,Pharmaceuticals,869.39,630.0
2011-06-28,Canada,Russia,Food,30079.64,28.0
2017-12-25,Russia,Canada,Electronics,6846.46,890.0
2013-11-17,USA,India,Electronics,244.25,12.0
2015-05-28,Russia,Canada,Chemicals,869.74,413.0
2022-12-23,Italy,France,Electronics,5773.22,456.0
2015-06-16,Japan,Brazil,Vehicles,24245.12,1183.0
2010-11-17,USA,Brazil,Machinery,16784.09,552.0
2011-10-05,Japan,Germany,Electronics,20697.63,256.0
2021-04-24,India,Japan,Pharmaceuticals,41508.08,11.0
2019-05-11,Japan,Italy,Food,5597.24,766.0
2022-01-19,Japan,Germany,Textiles,5417.81,157.0
2022-05-08,Italy,China,Vehicles,8037.57,401.0
2017-02-07,Japan,Russia,Electronics,15704.92,46.0
2021-02-23,France,India,Machinery,7240.5,174.0
2012-05-02,USA,Canada,Pharmaceuticals,33081.05,2155.0
2018-01-09,Brazil,Italy,Vehicles,54552.82,514.0
2014-12-07,France,China,Textiles,8151.79,752.0
2010-02-11,France,Germany,Machinery,17460.34,189.0
2021-09-09,Japan,Italy,Pharmaceuticals,635.41,850.0
2017-12-02,USA,Italy,Textiles,140.93,503.0
2012-11-08,USA,Russia,Pharmaceuticals,9333.39,359.0
2017-03-16,Japan,Brazil,Machinery,3219.8,1100.0
2016-07-28,India,Brazil,Vehicles,18809.45,13.0
2012-08-04,Japan,Canada,Textiles,4862.19,2563.0
2019-10-22,USA,Brazil,Vehicles,8532.07,429.0
2017-12-28,USA,Germany,Vehicles,3161.23,389.0
2011-02-05,USA,China,Electronics,4763.49,11.0
2019-04-10,France,Canada,Machinery,6931.54,1476.0
2011-10-01,France,China,Pharmaceuticals,752.21,450.0
2012-01-06,Canada,Japan,Food,6802.78,612.0
2018-05-15,Japan,France,Electronics,5.99,887.0
2019-06-22,Canada,Italy,Machinery,4263.57,321.0
2019-10-24,Canada,Brazil,Vehicles,4681.44,333.0
2022-10-27,Russia,Germany,Machinery,1228.35,1387.0
2014-12-11,China,Japan,Vehicles,9576.02,1196.0
2019-11-29,India,Russia,Vehicles,849.27,2.0
2018-04-29,China,USA,Chemicals,13463.46,1584.0
2016-01-01,Russia,Germany,Food,1908.58,24.0
2013-01-29,India,USA,Textiles,2763.39,153.0
2012-12-08,Italy,Brazil,Textiles,14359.71,431.0
2019-04-25,France,Canada,Pharmaceuticals,246.42,737.0
2012-05-11,Italy,Brazil,Pharmaceuticals,35468.83,267.0
2022-04-20,USA,China,Electronics,924.12,260.0
2020-09-23,China,Brazil,Textiles,3851.6,405.0
2021-08-30,Germany,Canada,Chemicals,21318.87,21.0
2010-12-20,Canada,France,Textiles,13147.95,263.0
2013-12-13,Japan,USA,Food,901.21,614.0
2018-07-18,India,Italy,Food,8771.95,35.0
2014-10-20,Germany,Japan,Textiles,18640.89,958.0
2021-08-05,France,Brazil,Textiles,1378.81,604.0
2021-10-26,Russia,Brazil,Vehicles,7502.89,70.0
2011-07-06,Russia,India,Food,4878.25,144.0
2019-04-04,India,China,Machinery,25840.49,212.0
2017-08-07,Italy,France,Food,6556.99,992.0
2020-12-25,Germany,USA,Machinery,2451.32,926.0
2013-07-11,Brazil,France,Vehicles,11629.39,203.0
2016-02-02,Japan,China,Electronics,24488.08,51.0
2013-11-02,Canada,Germany,Chemicals,17057.25,102.0
2011-09-19,Germany,Italy,Electronics,336.7,83.0
2014-03-12,Russia,Japan,Machinery,1680.2,136.0
2012-03-30,Brazil,Japan,Food,2216.8,1809.0
2021-11-19,Japan,Italy,Vehicles,5553.73,109.0
2019-04-17,France,USA,Machinery,12079.97,438.0
2017-04-12,Brazil,Russia,Vehicles,41894.05,1948.0
2016-11-14,Brazil,India,Chemicals,30480.82,6.0
2015-10-11,France,Germany,Electronics,835.24,480.0
2019-03-14,USA,Japan,Textiles,1054.05,916.0
2016-06-07,Germany,Russia,Food,12747.03,344.0
2016-03-19,Italy,Canada,Textiles,5758.47,14.0
2014-05-15,Brazil,Canada,Chemicals,6671.25,1020.0
2019-08-11,Russia,Japan,Pharmaceuticals,3300.48,251.0
2017-10-28,France,Japan,Textiles,8699.62,77.0
2022-04-22,Japan,Russia,Pharmaceuticals,1458.58,24.0
2012-08-24,USA,Germany,Textiles,1547.91,129.0
2021-10-05,Italy,France,Pharmaceuticals,7092.07,891.0
2018-06-30,India,Canada,Vehicles,33823.2,645.0
2018-01-20,Japan,France,Chemicals,15499.87,325.0
2016-10-05,Italy,Brazil,Pharmaceuticals,15772.67,311.0
2017-03-03,Canada,Russia,Textiles,18545.31,10.0
2019-04-23,Germany,USA,Textiles,3605.7,1.0
2012-03-22,Germany,Japan,Chemicals,4156.79,810.0
2018-01-15,France,USA,Vehicles,21781.24,1070.0
2012-04-25,France,USA,Textiles,602.39,539.0
2014-04-07,India,Japan,Electronics,2102.84,44.0
2018-04-29,France,Brazil,Food,3715.18,383.0
2016-04-10,India,Russia,Vehicles,15046.7,1903.0
2017-06-26,Japan,Germany,Machinery,3061.81,792.0
2013-10-16,France,USA,Electronics,22002.13,561.0
2012-04-16,Brazil,China,Food,24863.89,89.0
2014-02-05,Germany,Russia,Textiles,17023.44,699.0
2018-10-30,Brazil,China,Vehicles,106.29,10.0
2017-08-31,USA,India,Food,19172.22,473.0
2010-08-08,Italy,France,Textiles,9415.12,51.0
2012-02-15,China,Canada,Food,5639.37,82.0
2016-03-27,Russia,USA,Textiles,8885.54,177.0
2020-11-20,China,Germany,Vehicles,6451.02,60.0
2011-09-29,France,Japan,Food,14176.37,1088.0
2012-10-16,Russia,France,Chemicals,10987.68,43.0
2013-08-10,Japan,China,Food,12504.1,681.0
2013-07-24,China,Brazil,Machinery,4299.35,49.0
2010-05-12,Italy,China,Textiles,391.95,110.0
2012-11-25,China,Russia,Pharmaceuticals,2391.52,44.0
2015-03-22,USA,Japan,Vehicles,769.24,252.0
2012-01-22,Brazil,Italy,Electronics,5394.15,321.0
2014-08-16,USA,China,Chemicals,3974.07,406.0
2018-12-13,Russia,Germany,Vehicles,11040.01,68.0
2017-06-21,Germany,Russia,Machinery,369.67,177.0
2021-05-12,Canada,Brazil,Food,5969.64,175.0
2017-12-09,Italy,USA,Vehicles,30609.66,408.0
2013-05-21,Japan,Italy,Electronics,17036.91,151.0
2011-05-06,Canada,Brazil,Pharmaceuticals,18866.45,535.0
2011-05-02,Brazil,China,Chemicals,30864.26,1480.0
2021-02-28,Germany,France,Vehicles,5404.2,398.0
2022-03-04,Brazil,France,Vehicles,10158.84,681.0
2015-02-22,Russia,USA,Chemicals,773.89,143.0
2015-09-07,Italy,USA,Textiles,427.57,133.0
2019-05-30,USA,India,Electronics,8024.75,1695.0
2018-09-26,India,Japan,Textiles,13463.36,502.0
2017-01-23,Canada,USA,Vehicles,3801.79,696.0
2022-09-03,France,Brazil,Machinery,15079.43,316.0
2011-04-19,Japan,Brazil,Vehicles,3235.97,218.0
2017-03-03,France,Russia,Electronics,5763.35,467.0
2015-05-30,Japan,Canada,Textiles,1863.61,808.0
2020-10-10,Germany,Brazil,Vehicles,1516.34,622.0
2020-03-19,Japan,USA,Pharmaceuticals,18131.35,227.0
2021-02-15,Canada,Russia,Chemicals,10716.53,1165.0
2021-09-22,China,Russia,Chemicals,1799.48,593.0
2010-03-23,Italy,Germany,Vehicles,3174.77,302.0
2021-05-14,Japan,Brazil,Chemicals,1033.49,27.0
2017-03-29,Germany,Russia,Pharmaceuticals,4796.5,946.0
2014-10-04,Italy,Germany,Pharmaceuticals,14390.8,890.0
2013-06-20,USA,Brazil,Pharmaceuticals,1152.66,12.0
2019-01-14,Italy,India,Food,5003.52,334.0
2015-12-07,Italy,Russia,Chemicals,11580.08,436.0
2021-01-02,USA,Germany,Chemicals,15145.38,1744.0
2017-10-03,Germany,France,Pharmaceuticals,15320.8,94.0
2014-02-13,Brazil,France,Pharmaceuticals,54592.05,133.0
2010-09-29,Canada,Brazil,Food,11371.3,162.0
2013-09-22,Canada,India,Vehicles,3222.57,90.0
2014-08-21,Canada,Germany,Chemicals,6451.12,1770.0
2012-08-15,India,Canada,Chemicals,33450.59,1318.0
2011-02-27,France,Japan,Vehicles,18835.73,654.0
2022-07-20,Brazil,Germany,Electronics,1519.52,116.0
2020-10-22,USA,Russia,Machinery,10879.82,656.0
2015-02-03,France,China,Textiles,1659.09,1266.0
2022-08-07,China,Brazil,Pharmaceuticals,27520.2,272.0
2020-07-04,Italy,China,Food,26592.46,869.0
2022-04-27,Canada,India,Machinery,18211.73,527.0
2012-11-22,India,Brazil,Vehicles,13682.78,450.0
2010-05-06,France,China,Electronics,30011.52,81.0
2010-08-17,France,Russia,Chemicals,2310.15,475.0
2013-02-05,Canada,Russia,Vehicles,1095.93,178.0
2014-03-23,Brazil,Italy,Vehicles,13939.53,142.0
2016-01-14,Japan,India,Food,11324.37,920.0
2014-01-27,Japan,China,Electronics,1690.44,692.0
2014-07-07,Russia,USA,Chemicals,5099.96,66.0
2013-03-15,Italy,Brazil,Vehicles,8419.09,19.0
2013-12-23,Russia,Germany,Electronics,13226.63,3058.0
2014-03-01,Russia,Brazil,Textiles,2649.84,350.0
2013-08-04,Canada,Italy,Food,5185.61,664.0
2019-10-03,Germany,Brazil,Machinery,3128.63,1061.0
2014-12-04,Italy,Brazil,Machinery,2133.29,617.0
2018-12-04,Russia,Canada,Pharmaceuticals,15498.75,221.0
2010-10-28,China,Russia,Vehicles,29343.21,121.0
2013-10-22,India,Canada,Vehicles,11795.35,296.0
2011-03-28,Russia,USA,Electronics,11490.25,244.0
2013-06-18,Russia,India,Pharmaceuticals,6964.23,548.0
2012-11-22,Russia,China,Pharmaceuticals,18350.02,377.0
2017-05-26,Japan,Canada,Machinery,7239.17,315.0
2012-06-30,Germany,USA,Food,602.63,2021.0
2013-07-10,Russia,USA,Pharmaceuticals,569.44,402.0
2013-07-12,Germany,Brazil,Pharmaceuticals,155.82,39.0
2021-09-26,Canada,USA,Textiles,682.25,205.0
2021-05-29,Russia,China,Electronics,4926.1,1350.0
2021-12-15,Russia,China,Food,11579.76,80.0
2018-09-18,USA,Brazil,Textiles,6164.57,555.0
2010-11-05,Germany,France,Pharmaceuticals,11691.37,24.0
2017-05-31,Japan,India,Vehicles,16866.31,253.0
2015-02-22,Japan,France,Pharmaceuticals,389.49,517.0
2012-01-22,Germany,Japan,Food,6021.94,1083.0
2019-09-22,Germany,Japan,Textiles,27581.01,699.0
2018-08-02,Italy,France,Vehicles,6708.74,86.0
2020-04-16,Canada,Russia,Vehicles,4320.28,552.0
2011-12-10,USA,Japan,Food,4942.33,270.0
2020-11-02,France,Russia,Vehicles,1476.71,631.0
2019-03-20,Japan,Germany,Food,22211.15,576.0
2014-09-15,Germany,Japan,Chemicals,18825.77,2660.0
2016-06-27,India,Russia,Pharmaceuticals,3791.46,96.0
2022-03-29,France,China,Vehicles,4023.3,69.0
2020-07-06,India,Canada,Pharmaceuticals,30707.95,694.0
2017-11-23,Russia,India,Pharmaceuticals,3684.79,847.0
2022-04-22,Brazil,Russia,Electronics,18417.61,1635.0
2017-05-13,India,Italy,Food,5516.76,289.0
2022-03-07,Italy,Canada,Machinery,23622.51,1082.0
2022-02-26,USA,Japan,Chemicals,2673.5,1340.0
2011-01-20,France,India,Pharmaceuticals,5923.09,219.0
2020-04-21,Italy,China,Chemicals,2135.02,455.0
2017-10-04,Italy,Russia,Pharmaceuticals,2425.88,662.0
2018-12-07,USA,Germany,Electronics,2821.98,781.0
2016-06-10,Brazil,Russia,Machinery,12901.34,45.0
2017-11-07,USA,Japan,Food,4239.81,758.0
2014-11-18,France,Brazil,Textiles,95999.48,1097.0
2017-10-01,Italy,Canada,Chemicals,23090.87,167.0
2011-02-17,China,Japan,Food,7530.97,175.0
2021-11-15,Brazil,Russia,Pharmaceuticals,7987.23,1235.0
2016-06-24,India,China,Chemicals,17508.62,266.0
2013-08-09,Japan,Germany,Food,24809.3,125.0
2016-08-15,France,Canada,Pharmaceuticals,6972.98,235.0
2019-12-10,Canada,France,Vehicles,30813.87,197.0
2011-02-06,China,Germany,Electronics,8323.47,537.0
2022-02-06,China,Italy,Food,447.69,55.0
2021-06-07,India,Brazil,Textiles,1415.95,78.0
2019-12-14,Russia,France,Machinery,2178.54,550.0
2022-06-18,France,China,Textiles,55008.47,327.0
2010-04-19,USA,Italy,Electronics,2893.51,110.0
2010-07-22,USA,Italy,Electronics,19732.78,92.0
2015-11-01,China,France,Textiles,5792.11,400.0
2017-12-20,Italy,Brazil,Food,19765.11,2328.0
2015-11-04,France,China,Textiles,2417.2,402.0
2020-06-05,Germany,France,Vehicles,7922.83,371.0
2018-04-14,Germany,Italy,Electronics,11849.71,640.0
2020-12-05,Japan,France,Food,1171.14,95.0
2012-07-12,India,USA,Textiles,4674.34,587.0
2020-09-10,Canada,India,Chemicals,8282.59,651.0
2016-07-06,China,India,Chemicals,5796.48,558.0
2018-06-02,China,France,Textiles,45207.66,12.0
2012-06-05,Canada,China,Electronics,8028.84,285.0
2017-02-02,Russia,Japan,Chemicals,5460.9,618.0
2016-03-31,Germany,China,Machinery,10073.54,1156.0
2014-07-27,USA,China,Electronics,36450.18,731.0
2018-03-31,Brazil,Germany,Vehicles,24803.08,287.0
2021-08-06,Germany,Italy,Vehicles,5663.77,220.0
2022-01-23,Canada,Russia,Food,7865.49,419.0
2015-08-18,Italy,Canada,Textiles,1134.43,261.0
2014-01-05,Germany,Canada,Electronics,13647.32,492.0
2022-03-04,Brazil,France,Pharmaceuticals,6573.13,462.0
2016-09-14,USA,Russia,Pharmaceuticals,25165.13,475.0
2019-11-16,Germany,China,Pharmaceuticals,457.93,195.0
2019-08-07,Japan,USA,Food,39475.05,469.0
2020-04-08,France,China,Food,565.1,939.0
2011-05-05,China,Germany,Electronics,16135.47,399.0
2022-10-09,Brazil,USA,Food,4128.97,186.0
2019-11-02,USA,Italy,Electronics,469.5,110.0
2019-04-03,Japan,China,Machinery,23686.77,22.0
2019-04-01,India,Germany,Food,1825.28,920.0
2019-10-18,Germany,USA,Electronics,8468.58,219.0
2018-06-21,USA,Italy,Vehicles,8929.09,629.0
2016-12-30,Italy,Russia,Chemicals,2607.68,534.0
2014-07-18,Brazil,Germany,Machinery,4252.05,2044.0
2012-08-31,Germany,Italy,Machinery,7226.39,795.0
2015-06-28,Italy,Brazil,Machinery,513.87,245.0
2020-12-24,Germany,Russia,Textiles,39718.53,131.0
2021-02-11,Russia,Japan,Pharmaceuticals,947.15,172.0
2015-07-28,Germany,Brazil,Electronics,24655.34,83.0
2013-09-25,India,Canada,Electronics,6936.31,13.0
2010-05-02,France,Russia,Electronics,39322.86,36.0
2022-07-23,Brazil,France,Food,28278.82,135.0
2019-06-14,Japan,India,Pharmaceuticals,22111.01,85.0
2019-09-11,Russia,Brazil,Electronics,10542.92,52.0
2018-03-18,India,USA,Textiles,5721.87,938.0
2017-09-10,USA,Italy,Chemicals,8823.51,880.0
2010-04-12,Brazil,Russia,Pharmaceuticals,8307.99,106.0
2013-12-02,USA,Russia,Vehicles,2358.88,419.0
2013-04-19,Japan,Russia,Pharmaceuticals,23092.31,334.0
2022-02-01,Germany,Russia,Pharmaceuticals,2762.59,210.0
2020-10-23,USA,China,Textiles,15388.22,333.0
2010-01-29,China,Russia,Food,2335.5,324.0
2020-08-02,China,Brazil,Food,59515.52,638.0
2016-06-28,India,USA,Chemicals,4040.02,187.0
2021-09-21,China,France,Textiles,10781.81,583.0
2015-02-07,Italy,India,Electronics,926.27,548.0
2022-12-21,Germany,France,Pharmaceuticals,227.66,71.0
2011-11-12,Russia,Italy,Machinery,21920.39,634.0
2013-02-16,India,China,Machinery,11274.33,33.0
2020-11-27,China,Germany,Vehicles,25835.4,257.0
2022-04-25,China,France,Chemicals,15624.86,115.0
2017-01-14,Brazil,India,Pharmaceuticals,7162.47,651.0
2018-03-07,India,China,Food,1536.17,420.0
2018-04-08,China,USA,Food,21651.68,149.0
2018-04-05,China,India,Vehicles,24922.99,163.0
2011-08-01,Japan,France,Pharmaceuticals,26241.12,593.0
2016-10-19,Canada,USA,Textiles,17500.03,1161.0
2022-06-26,Canada,Italy,Vehicles,19823.31,786.0
2010-12-04,Canada,India,Machinery,3623.95,7.0
2013-01-20,Canada,France,Pharmaceuticals,6132.64,192.0
2015-06-27,China,Russia,Machinery,11204.93,230.0
2017-12-28,Canada,Japan,Pharmaceuticals,19934.31,30.0
2018-04-11,Canada,India,Machinery,20548.66,12.0
2019-03-26,USA,Brazil,Food,4755.17,604.0
2011-04-27,India,Germany,Textiles,12553.77,248.0
2010-09-04,France,Canada,Vehicles,13384.33,279.0
2022-02-21,Russia,Canada,Pharmaceuticals,9785.1,491.0
2014-07-28,China,USA,Machinery,16232.94,41.0
2020-02-06,Canada,Germany,Chemicals,9363.69,3.0
2022-09-16,France,Russia,Textiles,835.59,587.0
2018-12-20,Brazil,Russia,Electronics,8068.65,126.0
2016-09-05,India,Italy,Electronics,14030.88,1413.0
2014-12-08,China,USA,Textiles,605.62,726.0
2022-12-18,USA,Japan,Vehicles,5559.81,468.0
2021-01-01,France,China,Machinery,32781.81,53.0
2018-01-27,Russia,India,Machinery,3499.5,1052.0
2014-07-30,Brazil,Canada,Textiles,4038.51,12.0
2012-12-31,Japan,USA,Textiles,959.03,372.0
2013-01-09,Brazil,India,Food,1582.66,204.0
2018-09-02,Russia,France,Vehicles,2623.64,5.0
2013-11-17,China,Japan,Machinery,3067.07,309.0
2018-03-08,China,Japan,Food,6665.5,172.0
2010-10-07,Canada,Japan,Chemicals,7568.62,2001.0
2021-09-01,Japan,China,Pharmaceuticals,1890.17,1589.0
2014-11-17,Brazil,USA,Machinery,12105.37,281.0
2010-12-04,China,France,Textiles,23543.79,198.0
2020-04-08,USA,China,Food,2805.36,584.0
2013-06-27,China,USA,Chemicals,8128.23,1113.0
2017-10-07,France,Canada,Electronics,8206.3,854.0
2014-10-17,Russia,Brazil,Chemicals,4331.26,513.0
2016-10-31,Brazil,Germany,Electronics,62.43,295.0
2013-10-20,Italy,China,Food,611.03,2036.0
2011-03-11,India,Italy,Textiles,4011.52,1701.0
2019-08-14,Brazil,Germany,Chemicals,3538.93,939.0
2019-10-05,Germany,India,Pharmaceuticals,351.43,769.0
2012-10-20,China,Brazil,Food,21264.47,403.0
2022-10-20,Russia,Germany,Pharmaceuticals,13678.32,305.0
2010-12-14,Japan,Canada,Food,12493.28,229.0
2014-04-19,Germany,Italy,Chemicals,16025.95,1315.0
2020-03-27,Japan,Italy,Electronics,35879.87,36.0
2013-01-28,USA,Japan,Food,2514.52,255.0
2016-07-27,India,Russia,Pharmaceuticals,7106.86,448.0
2021-12-12,Japan,France,Food,13306.99,516.0
2020-04-24,India,Japan,Pharmaceuticals,3392.79,187.0
2011-04-16,Japan,Canada,Textiles,8019.65,934.0
2022-03-05,Russia,India,Food,9119.85,40.0
2018-02-06,Italy,France,Machinery,849.39,116.0
2021-10-18,Germany,Brazil,Chemicals,7306.06,361.0
2013-07-16,France,Japan,Food,9253.94,115.0
2016-10-29,Japan,Canada,Pharmaceuticals,8824.67,737.0
2015-03-02,USA,France,Electronics,40429.74,1944.0
2017-08-09,India,China,Food,7737.91,1604.0
2012-05-22,USA,India,Machinery,1900.25,229.0
2022-05-13,Italy,Brazil,Pharmaceuticals,806.02,1341.0
2020-02-05,India,Russia,Chemicals,2257.77,741.0
2010-08-13,Brazil,Russia,Electronics,1953.22,1.0
2019-06-17,USA,China,Vehicles,5982.91,940.0
2015-03-28,Japan,USA,Vehicles,294.16,636.0
2012-09-03,France,Italy,Pharmaceuticals,761.89,9.0
2016-08-10,France,Brazil,Food,2625.15,194.0
2018-02-12,Russia,China,Machinery,4496.93,82.0
2013-05-05,China,India,Electronics,866.76,1644.0
2016-12-11,China,Russia,Pharmaceuticals,3892.76,94.0
2022-07-08,China,Russia,Textiles,12710.44,38.0
2021-10-05,Brazil,Germany,Electronics,3419.97,659.0
2011-01-18,Russia,Brazil,Food,15850.05,147.0
2022-02-17,Canada,Germany,Textiles,8035.86,209.0
2022-06-25,India,USA,Food,542.81,33.0
2014-07-20,Canada,China,Electronics,24431.17,685.0
2010-03-03,France,India,Machinery,8148.45,468.0
2022-04-01,Germany,India,Food,2672.24,165.0
2013-08-15,Japan,China,Chemicals,432.63,1117.0
2014-09-15,India,Japan,Textiles,6433.69,351.0
2019-06-04,Italy,Germany,Chemicals,1136.14,64.0
2016-02-19,Italy,USA,Electronics,24813.5,58.0
2020-08-14,Brazil,India,Food,5550.93,229.0
2016-11-07,Japan,Brazil,Machinery,8460.12,556.0
2019-12-01,China,USA,Textiles,3308.1,676.0
2017-07-18,Italy,India,Electronics,24921.98,1526.0
2018-02-19,France,Brazil,Vehicles,29977.35,155.0
2010-11-16,China,Germany,Machinery,26726.56,134.0
2010-02-06,Germany,Brazil,Electronics,11286.08,1716.0
2017-03-19,Japan,Russia,Vehicles,1905.93,266.0
2020-07-06,France,India,Electronics,10723.28,946.0
2015-12-04,China,Canada,Pharmaceuticals,6913.03,464.0
2012-05-16,USA,Brazil,Chemicals,15644.38,638.0
2021-06-20,Italy,India,Chemicals,5930.32,58.0
2021-01-09,Japan,Germany,Electronics,3976.07,301.0
2015-05-14,India,Brazil,Machinery,15604.19,356.0
2019-09-05,Russia,China,Textiles,15000.88,68.0
2018-10-28,USA,France,Chemicals,6764.94,446.0
2013-03-06,Germany,China,Machinery,21152.04,374.0
2022-01-15,Italy,Russia,Chemicals,1114.4,670.0
2018-03-14,France,USA,Machinery,10938.31,1340.0
2020-07-22,Germany,China,Chemicals,6018.39,1568.0
